id;question_id;question;a;b;c;d;correct;image;image_fallback;category_id
;997;997. Wskaż funkcję PHP, za pomocą której odczytana zawartość pliku jest zapisywana do zmiennej reprezentującej ciąg znaków;"get_file();";"file_get_contents();";"eof();";"fwrite();";B;;;204
;998;998. W której części dokumentu HTML należy umieścić wewnętrzny arkusz stylów?;Wewnątrz znacznika, którego styl dotyczy;W ciele strony;W części nagłówkowej strony;W skrypcie dołączonym do strony;C;;;201
;999;999. W języku CSS zdefiniowano formatowanie paragrafu, które przypisze mu następujące cechy:;tło czerwone, kolor tekstu niebieski, marginesy wewnętrzne ustawione na wartość 40px;tło niebieskie, kolor tekstu czerwony, marginesy zewnętrzne ustawione na wartość 40px;tło czerwone, kolor tekstu niebieski, marginesy zewnętrzne ustawione na wartość 40px;tło niebieskie, kolor tekstu czerwony, marginesy wewnętrzne ustawione na wartość 40px;C;images/999.jpg;https://www.praktycznyegzamin.pl/inf03ee09e14/teoria/wszystko/e14/999.jpg;201
;1000;1000. W znaczniku meta w miejsce kropek należy wpisać;informację o dostosowaniu do urządzeń mobilnych;streszczenie treści strony;nazwę edytora;język dokumentu;B;images/1000.jpg;https://www.praktycznyegzamin.pl/inf03ee09e14/teoria/wszystko/e14/1000.jpg;201
;1001;1001. W języku PHP zmiennej a przypisano tekst, w którym kilkukrotnie występuje słowo Kowalski. Aby jednym pleceniem zmienić w zmiennej a wszystkie wystąpienia słowa Kowalski na słowo Nowak, należy zastosować polecenie;"$a = str_replace('Nowak', 'Kowalski');";"$a = str_replace('Kowalski', 'Nowak', $a);";"$a = str_replace('Nowak', 'Kowalski', $a);";"$a = str_rep('Kowalski', 'Nowak', $a);";B;;;204
;1002;1002. W bazie danych samochodów pole kolor z tabeli samochody przyjmuje wartości kolorów jedynie ze słownika lakier. Aby połączyć tabele samochody i lakier relacją należy, zastosować kwerendę;"ALTER TABLE samochody ADD FOREIGN KEY (kolor) REFERENCES lakier(lakierId);";"ALTER TABLE samochody ADD FOREIGN KEY kolor REFERENCES lakier;";"ALTER TABLE samochody ADD FOREIGN KEY barwa REFERENCES samochody.lakier;";"ALTER TABLE lakier ADD FOREIGN KEY (barwa) REFERENCES samochody(kolor);";A;;;202
;1003;"1003. W języku C++ zdefiniowano zmienną: char zm1;. W jaki sposób można do niej przypisać wartość zgodnie ze składnią języka?";"zm1 == 0x35;";"zm1[2] = 32;";"zm1 = ""wiadro"";";"zm1 = 'w';";D;;;207
;1004;1004. Znaczniki HTML <strong> oraz <em> służące do podkreślenia ważności tekstu, pod względem formatowania są odpowiednikami znaczników;<b> oraz <u>;<u> oraz <sup>;<i> oraz <mark>;<b> oraz <i>;D;;;201
;1005;1005. Obraz przedstawia formatowanie CSS paragrafu. Aby otrzymać czerwony kolor poza obramowaniem, tak jak przedstawiono na obrazie, należy zdefiniować własność:;border;outline;padding;background;B;images/1005.jpg;https://www.praktycznyegzamin.pl/inf03ee09e14/teoria/wszystko/e14/1005.jpg;202
;1006;1006. Klauzuli DROP COLUMN można użyć podczas wydawania kwerendy;ALTER TABLE;DROP TABLE;CREATE TABLE;ALTER COLUMN;A;;;207
;1007;1007. Który zapis tworzący tablicę w JavaScript jest niepoprawny składniowo?;"var liczby = new Array(1, 2, 3);";"var liczby = [3];";"var liczby = [1, 2, 3];";"var liczby = new Array[1, 2, 3];";D;;;203
;1008;"1008. W języku HTML zapisano formularz. Który z efektów działania kodu będzie wyświetlony przez przeglądarkę zakładając, że w pierwsze pole użytkownik przeglądarki wpisał wartość ""Przykładowy text""?";Efekt 1;Efekt 2;Efekt 3;Efekt 4;B;images/1008.jpg;https://www.praktycznyegzamin.pl/inf03ee09e14/teoria/wszystko/e14/1008.jpg;201
;1009;1009. Który kod PHP sprawi, że zostanie wyświetlona sformatowana data oraz czas ostatnich odwiedzin użytkownika witryny, natomiast podczas pierwszej wizyty nic się nie wyświetli?;Kod 1;Kod 2;Kod 3;Kod 4;B;images/1009.jpg;https://www.praktycznyegzamin.pl/inf03ee09e14/teoria/wszystko/e14/1009.jpg;201
;1010;"1010. Zapis selektora input[type=number] { background-color: Brown; } oznacza, że tło będzie brązowe dla";pól edycyjnych, które są typu numerycznego;wszystkich tekstów na stronie;wszystkich pól edycyjnych;pól edycyjnych, gdy użytkownik wpisze do nich dowolną cyfrę;A;;;202
;1011;1011. W dokumencie HTML zdefiniowano listę oraz dodano do niej formatowanie CSS. Który z efektów odpowiada tej definicji;Efekt 1;Efekt 2;Efekt 3;Efekt 4;D;images/1011.jpg;https://www.praktycznyegzamin.pl/inf03ee09e14/teoria/wszystko/e14/1011.jpg;201
;1012;"1012. Co można powiedzieć o wyświetlonym przez witrynę tekście ""test kolorów""?";Wciskanie przycisku test sprawia, że kolor tekstu jest na przemian niebieski i czerwony.;Zaraz po załadowaniu witryny kolor tekstu jest czerwony.;Po wciśnięciu przycisku test kolor tekstu jest czerwony.;Po wciśnięciu przycisku test kolor tekstu jest niebieski.;C;images/1012.jpg;https://www.praktycznyegzamin.pl/inf03ee09e14/teoria/wszystko/e14/1012.jpg;202
;1013;1013. Efekt przedstawiony na obrazie, wykonany za pomocą edytora grafiki rastrowej, to:;pikselizacja;szum RGB;grawerowanie;rozmycie Gaussa;A;images/1013.jpg;https://www.praktycznyegzamin.pl/inf03ee09e14/teoria/wszystko/e14/1013.jpg;206
;1014;1014. W formularzu zdefiniowano kontrolki do wpisania imienia i nazwiska. Który atrybut reprezentuje podpowiedź umiejscowioną w polu kontrolki, znikającą w momencie, gdy użytkownik rozpocznie wpisywanie wartości?;value;placeholder;title;name;B;images/1014.jpg;https://www.praktycznyegzamin.pl/inf03ee09e14/teoria/wszystko/e14/1014.jpg;201
;1015;1015. Metoda zachłanna konstruowania algorytmów polega na;podziale problemu na podproblemy w celu uzyskania problemów łatwych do rozwiązania;wybieraniu rozwiązań, które w danym kroku wydają się najkorzystniejsze;odwołaniu się funkcji lub definicji do samej siebie;przeszukiwaniu zbioru danych aż do momentu znalezienia rozwiązania;B;;;207
;1016;1016. W bibliotece mysqli języka PHP, aby uzyskać ostatni komunikat o błędzie można zastosować funkcję:;mysqli_error();mysqli_use_result();mysqli_errno();mysqli_error_list();A;;;204
;1017;1017. Funkcja PHP var_dump() wyświetla informację na temat zmiennej: jej typ i wartość. Wynikiem dla przedstawionego fragmentu kodu jest;array(2) {[0] => int(59) [1] => int(85)};int(59);"string(""59.85"")";float(59.85);D;images/1017.jpg;https://www.praktycznyegzamin.pl/inf03ee09e14/teoria/wszystko/e14/1017.jpg;201
;1018;1018. Które polecenie jest poprawne pod względem walidacji HTML5?;<img src = mojPiesek.jpg alt = pies>;"<img src = ""mojPiesek.jpg"" alt = ""pies"">";"<img src = mojPiesek.jpg"" alt = ""pies>";"<img src = ""mojPiesek.jpg"" >";B;;;201
;1019;1019. Lokalny System Zarządzania Bazą Danych (SZBD) udostępnia bazę danych;jako serwer w sieci;w chmurze komputerowej;tylko na jednym, określonym komputerze;jako usługę sieciową serwera;C;;;207
;1020;1020. Dla których imion klauzula LIKE jest prawdziwa?;Oksana, Oktawia, Olga;Oksana, Ola, Olga;Oktawia, Oktawian, Olga;Oda, Oksana, Oktawia;A;images/1020.jpg;https://www.praktycznyegzamin.pl/inf03ee09e14/teoria/wszystko/e14/1020.jpg;207
;1021;1021. Tabela samochody zawiera rekordy przedstawione na obrazie. Jakie dane zostaną zwrócone wykonując zapytanie SQL:;opel zafira;zafira;"opel zafira; opel insignia";"zafira; insignia";B;images/1021.jpg;https://www.praktycznyegzamin.pl/inf03ee09e14/teoria/wszystko/e14/1021.jpg;205
;1022;1022. Tabele Studenci, Zapisy, Zajecia są powiązane relacją. Aby wybrać jedynie nazwiska studentów oraz odpowiadające im idZajecia dla studentów z grupy 15, należy wydać kwerendę;"SELECT nazwisko, idZajecia FROM Studenci INNER JOIN Zapisy WHERE grupa = 15;";"SELECT nazwisko, idZajecia FROM Studenci JOIN Zapisy ON Studenci.id = Zapisy.idZajecia;";"SELECT nazwisko, idZajecia FROM Studenci INNER JOIN Zapisy ON Studenci.id = Zapisy.idStudenta;";"SELECT nazwisko, idZajecia FROM Studenci JOIN Zapisy ON Studenci.id = Zapisy.idZajecia WHERE grupa = 15;";D;images/1022.jpg;https://www.praktycznyegzamin.pl/inf03ee09e14/teoria/wszystko/e14/1022.jpg;202
;1023;1023. W grafice funkcja desaturacja ma na celu;przekształcenie barw do odcieni szarości;zwiększenie jaskrawości barw;rozjaśnienie obrazu;zwiększenie liczby kolorów wykorzystywanych w obrazie;A;;;203
;1024;1024. Walidator W3C wygenerował błąd walidacji: End tag p seen, but there were open elements . Którego fragmentu kodu on dotyczy?;<p>Ala ma <b>kota</b></p>;<p>Ala ma kota;<p>Ala ma kota</p>;<p>Ala ma <b>kota</p></b>;D;;;202
;1025;1025. Które typy danych w języku C++ reprezentują liczby rzeczywiste?;float i long;double i bool;float i double;double i short;C;;;207
;1026;1026. W języku SQL wydano kwerendę, niestety jej wykonanie nie powiodło się i wystąpił błąd: #1396 - Operation CREATE USER failed for 'anna'@'localhost'. Powodem takiego zachowania bazy danych może być:;zbyt słabe hasło dla konta anna;nieznane polecenie CREATE USER;istnienie użytkownika anna w bazie;nieprawidłowa składnia polecenia CREATE USER;C;images/1026.jpg;https://www.praktycznyegzamin.pl/inf03ee09e14/teoria/wszystko/e14/1026.jpg;205
;1027;"1027. Na listingu kodu JavaScript w wykropkowanej części definicji obiektu osoba należy wpisać kod, który prawidłowo obsłuży instrukcję osoba.j = ""PL""; Który to będzie kod?";"return this.j;";"this.jezyk = nazwa;";"this.j = nazwa;";"return this.jezyk;";B;images/1027.jpg;https://www.praktycznyegzamin.pl/inf03ee09e14/teoria/wszystko/e14/1027.jpg;202
;1028;1028. Funkcji session_start() języka PHP należy użyć przy implementacji;obsługi formularza;dowolnej witryny, która obsługuje ciasteczka;wczytywania danych z plików zewnętrznych;wielostronicowej witryny, która wymaga dostępu do danych przy przechodzeniu pomiędzy stronami;D;;;204
;1029;"1029. Zapis CSS margin: auto; oznacza, że marginesy są";wyliczane przez przeglądarkę tak, aby element został wyśrodkowany w poziomie;równe domyślnym wartościom marginesów elementu, do którego są przypisane;stałe dla danej przeglądarki, niezależnie od rozmiaru jej okna;odziedziczone po elemencie rodzica dla danego elementu;A;;;202
;1030;1030. W systemie barw i oznaczeń znaków bezpieczeństwa kolor czerwony zastrzeżony jest dla;znaków zakazu;znaków nakazu;dróg ewakuacyjnych;znaków informacyjnych;A;;;202
;1031;1031. Kompetencje związane z osobowością dotyczą;stanu zdrowia i predyspozycji do wykonywania określonych zadań;wartości i wierzeń, które pozwalają na określenie motywów działania;zadań w konkretnym zawodzie i wiedzy specjalistyczno-technicznej;indywidualnego radzenia sobie z otoczeniem;C;;;207
;1032;1032. Organem społecznym, którego zadaniem jest sprawowanie nadzoru społeczno-ekonomicznego nad warunkami pracy, jest;Straż Pożarna;związek zawodowy;komisja BHP;kierownik zakładu;B;;;207
;1033;1033. Co można powiedzieć o błędach interpretacji kodu PHP?;są ignorowane przez przeglądarkę oraz interpreter kodu PHP;są zapisywane w podglądzie zdarzeń systemu Windows;są zapisywane w logu pod warunkiem ustawienia odpowiedniego parametru w pliku php.ini;są wyświetlane w oknie edytora kodu PHP po wybraniu przycisku kompiluj;C;;;204
;1034;1034. Przedstawione w tabeli cechy dotyczą;umowy zlecenia;umowy agencyjnej;umowy o pracę;umowy o dzieło;D;images/1034.jpg;https://www.praktycznyegzamin.pl/inf03ee09e14/teoria/wszystko/e14/1034.jpg;207
;1035;1035. Który format pliku jest formatem rastrowym?;SWF;TIFF;SVG;CDR;B;;;201
;1036;1036. Przedstawiony znak ochrony przeciwpożarowej jest stosowany w przypadku;zakazu używania otwartego ognia;niebezpieczeństwa pożaru spowodowanego materiałami utleniającymi;niebezpieczeństwa pożaru spowodowanego materiałami łatwo zapalnymi;zakazu gaszenia wodą;B;images/1036.jpg;https://www.praktycznyegzamin.pl/inf03ee09e14/teoria/wszystko/e14/1036.jpg;207
;1037;1037. W przedstawionym programie napisanym w języku PHP zmienna $i przechowuje;wartość flagi;zbiór liczb parzystych podzielonych bez reszty przez 59;losową liczbę z zaokrągleniem do 100 miejsc po przecinku;liczbę wykonanych losowań;D;images/1037.jpg;https://www.praktycznyegzamin.pl/inf03ee09e14/teoria/wszystko/e14/1037.jpg;204
;1038;1038. W języku PHP operator ++ przed zmienną (np. ++$i) oznacza;predekrementację;postinkrementację;postdekrementację;preinkrementację;D;;;204
;1039;1039. Która operacja, na dwóch obiektach, została zastosowana w programie do obróbki grafiki wektorowej?;różnica;wykluczenie;suma;podział;A;;;207
;1040;1040. Która własności języka CSS umożliwia zmianę domyślnego koloru czcionki?;color;text-decoration;transform;font-style;A;;;202
;1041;1041. Dana jest tabela oceny o polach id, nazwisko, imie, ocena. Przedstawione zapytanie jest przykładem;sumy;agregacji;selekcji;złączenia;C;images/1041.jpg;https://www.praktycznyegzamin.pl/inf03ee09e14/teoria/wszystko/e14/1041.jpg;202
;1042;1042. Użyty w kodzie HTML znacznik <pre> umozliwia umieszczenie na stronie WWW;tekstu z zachowaniem jego oryginalnego formatowania;edytowalnego pola tekstowego;tekstu zapisanego w indeksie dolnym;odwołania do innego fragmentu tekstu;A;;;201
;1043;1043. W tabeli uczniowie, aby zmienić wszystkie wartości znajdujące się w kolumnie wiek na wartość 10, należy użyć zapytania;"SET uczniowie UPDATE wiek=10;";"UPDATE uczniowie SET wiek 10 WHERE wiek ALL;";"UPDATE uczniowie SET wiek=10;";"SET uczniowie UPDATE wiek 10 WHERE wiek ALL;";C;;;207
;1044;1044. Wskaż prawidłową kolejność etapów planowania pracy zespołu;Kolejność 2;Kolejność 1;Kolejność 3;Kolejność 4;A;images/1044.jpg;https://www.praktycznyegzamin.pl/inf03ee09e14/teoria/wszystko/e14/1044.jpg;202
;1045;1045. W języku PHP instrukcją, która jest przeznaczona do wykonania określonej liczby iteracji jest;switch;for;if;continue;B;;;204
;1046;1046. O przedstawionej definicji pola input można powiedzieć, że;umożliwia wpisywanie tylko wartości liczbowych;ukrywa wprowadzone do niego znaki;wyświetla wprowadzone do niego znaki;"ma wpisany domyślny tekst ""pole""";B;images/1046.jpg;https://www.praktycznyegzamin.pl/inf03ee09e14/teoria/wszystko/e14/1046.jpg;201
;1047;1047. Który typ danych w bazie MySQL jest przeznaczony do przechowywania liczb;ENUM;BIGINT;VARCHAR;DOUBLE;D;;;204
;1048;1048. Przykładem etycznego zachowania informatyka jest;kopiowanie oprogramowania i przekazywanie kopii rodzinie;podejmowanie prac jednocześnie u kliku zleceniodawców, których interesy są ze sobą sprzeczne;przedstawianie swojemu klientowi prawdy o przewidywanych kosztach oraz przypuszczalnym czasie trwania analizowanych prac;naruszanie integralności systemów informatycznych podmiotów, które są konkurencyjne dla jego zleceniodawcy;C;;;201
;1049;1049. Aby prawidłowo utworzyć relację typu m..n nienarażoną na redundancję danych, należy;posortować przynajmniej jedną z tabel;połączyć bezpośrednio klucze podstawowe obu tabel;połączyć bezpośrednio klucze obce obu tabel;utworzyć tabelę pomocniczą;D;;;202
;1050;1050. Językami działającymi jedynie po stronie serwera są:;Java, C#, Python, Ruby, PHP;Java, C#, TypeScript, Ruby, PHP;C#, Python, Ruby, PHP, JavaScript;Java, C#, Python, ActionScript, PHP;A;;;207
;1051;1051. W relacyjnej bazie danych jednoznacznemu identyfikatorowi rekordu odpowiada;indeks tabeli;klucz główny;krotka;klucz obcy;B;;;202
;1052;1052. W języku PHP, aby wyświetlić n razy znak „@”, należy użyć funkcji;"function znaki($znak, $n){ for($i=0; $i<$n; $i++) print($znak); } znaki(@, $n);";"function znaki($znak, $n){ for($i=0; $i<$n; $i++) print($znak); } znaki($n);";"function znaki($znak, $n){ for($i=0; $i<$n; $i++) print($znak); } znaki(""@"", $n);";"function znaki($i){ for($i=0; $i<$n; $i++) print(""@""); } znaki($i);";C;;;204
;1053;1053. W stylu CSS właściwość float pozwala na umieszczenie elementu;po lewej lub prawej stronie innego elementu;wyłącznie po prawej stronie innego elementu;wyłącznie nad innym elementem;nad lub pod innym elementem;A;;;202
;1054;1054. Który etap nie jest częścią procesu kompilacji?;analiza składniowa kodu źródłowego;optymalizacja kodu wynikowego;generowanie kodu wynikowego;formatowanie kodu źródłowego;D;;;207
;1055;1055. Wskaż środki gaśnicze, które mogą zostać wykorzystane podczas pożaru urządzeń elektrycznych będących pod napięciem;proszek gaśniczy, dwutlenek węgla i halon;piana gaśnicza, dwutlenek węgla i woda;proszek gaśniczy, dwutlenek węgla i woda;piana gaśnicza, dwutlenek węgla i halon;A;;;207
;1056;1056. Podany wpis w dokumencie HTML oznacza, że;kod HTML zapisano w wersji 5 języka;znaczniki zamykające w kodzie HTML są zawsze obowiązkowe;znaczniki w kodzie HTML mogą być zapisane jedynie małymi literami;kod HTML zapisano w wersji 4 języka;D;images/1056.jpg;https://www.praktycznyegzamin.pl/inf03ee09e14/teoria/wszystko/e14/1056.jpg;201
;1057;1057. Która z poniższych praktyk jest przykładem wzorca prawidłowej współpracy w zespole?;ignorowanie opinii członków zespołu;"regularne spotkania ""feedbackowe""";unikanie odpowiedzialności za zadania;omawianie indywidualnych błędów na forum publicznym;B;;;202
;1058;1058. Ograniczanie dostępu do pól lub metod klasy nazywane jest;iteracją;rekurencją;dziedziczeniem;hermetyzacją;D;;;207
